0,1.9,0.10001,-0.26073,0.62664,10.607
1.0588e-22,1.9,0.10001,-0.26073,0.62664,10.607
1.0588e-22,1.9,0.10001,-0.26073,0.62664,10.607
9.9667e-07,1.9,0.10001,-0.26073,0.62664,10.607
1.9933e-06,1.9,0.10001,-0.26073,0.62664,10.606
2.99e-06,1.9,0.10001,-0.26073,0.62664,10.606
7.1783e-06,1.9,0.10001,-0.26073,0.62664,10.604
1.1367e-05,1.9,0.10001,-0.26073,0.62664,10.602
1.5555e-05,1.9,0.10001,-0.26073,0.62664,10.597
1.9743e-05,1.9,0.10001,-0.26073,0.62664,10.592
3.3477e-05,1.9,0.10001,-0.26073,0.62664,10.567
4.7211e-05,1.9,0.10001,-0.26073,0.62664,10.533
6.0945e-05,1.9,0.10001,-0.26073,0.62664,10.491
7.4679e-05,1.9,0.10001,-0.26073,0.62664,10.442
9.3682e-05,1.9,0.10001,-0.26073,0.62664,10.369
0.00011268,1.9,0.10001,-0.26073,0.62664,10.293
0.00013169,1.9,0.10001,-0.26073,0.62664,10.217
0.00015069,1.9,0.10001,-0.26073,0.62664,10.145
0.00016969,1.9,0.10001,-0.26073,0.62664,10.079
0.00021217,1.9,0.10001,-0.26073,0.62664,9.9626
0.00024403,1.9,0.10001,-0.26073,0.62664,9.9071
0.00027589,1.9,0.10001,-0.26073,0.62664,9.8781
0.00030677,1.9,0.10001,-0.26073,0.62664,9.8715
0.00030677,1.9,0.10001,-0.26073,0.62664,9.8715
0.00031435,1.9,0.10001,-0.26073,0.62664,9.8728
0.00031435,1.9,0.10001,-0.26073,0.62664,9.8728
0.00032207,1.9,0.10001,-0.26073,0.62664,9.875
0.00032978,1.9,0.10001,-0.26073,0.62664,9.878
0.00033749,1.9,0.10001,-0.26073,0.62664,9.8817
0.0003692,1.9,0.10001,-0.26073,0.62664,9.9016
0.00040091,1.9,0.10001,-0.26073,0.62664,9.9272
0.00042723,1.9,0.10001,-0.26073,0.62664,9.9501
0.00045355,1.9,0.10001,-0.26073,0.62664,9.9721
0.00047987,1.9,0.10001,-0.26073,0.62664,9.9918
0.00050619,1.9,0.10001,-0.26073,0.62664,10.008
0.00055676,1.9,0.10001,-0.26073,0.62664,10.028
0.00056409,1.9,0.10001,-0.26073,0.62664,10.03
0.00056409,1.9,0.10001,-0.26073,0.62664,10.03
0.00058184,1.9,0.10001,-0.26073,0.62664,10.032
0.00058996,1.9,0.10001,-0.26073,0.62664,10.033
0.00058996,1.9,0.10001,-0.26073,0.62664,10.033
0.00060771,1.9,0.10001,-0.26073,0.62664,10.033
0.00062547,1.9,0.10001,-0.26073,0.62664,10.032
0.00064323,1.9,0.10001,-0.26073,0.62664,10.031
0.00070525,1.9,0.10001,-0.26073,0.62664,10.022
0.00075447,1.9,0.10001,-0.26073,0.62664,10.013
0.0008037,1.9,0.10001,-0.26073,0.62664,10.005
0.00084468,1.9,0.10001,-0.26073,0.62664,10.001
0.00088567,1.9,0.10001,-0.26073,0.62664,9.9982
0.00092666,1.9,0.10001,-0.26073,0.62664,9.9974
0.00096765,1.9,0.10001,-0.26073,0.62664,9.9981
0.0010293,1.9,0.10001,-0.26073,0.62664,10
0.0010909,1.9,0.10001,-0.26073,0.62664,10.003
0.0011525,1.9,0.10001,-0.26073,0.62664,10.005
0.0012141,1.9,0.10001,-0.26073,0.62664,10.006
0.0012965,1.9,0.10001,-0.26073,0.62664,10.006
0.0013788,1.9,0.10001,-0.26073,0.62664,10.005
0.0014611,1.9,0.10001,-0.26073,0.62664,10.004
0.0015709,1.9,0.10001,-0.26073,0.62664,10.004
0.0016808,1.9,0.10001,-0.26073,0.62664,10.004
0.0017907,1.9,0.10001,-0.26073,0.62664,10.004
0.0023166,1.9,0.10001,-0.26073,0.62664,10.004
0.0028425,1.9,0.10001,-0.26073,0.62664,10.004
0.0033684,1.9,0.10001,-0.26073,0.62664,10.004
0.0038942,1.9,0.10001,-0.26073,0.62664,10.004
0.0059882,1.9,0.10002,-0.26073,0.62664,10.004
0.0080821,1.9,0.10002,-0.26073,0.62665,10.004
0.010176,1.9,0.10002,-0.26073,0.62665,10.004
0.019762,1.9,0.10002,-0.26073,0.62665,10.004
0.029348,1.9,0.10002,-0.26073,0.62665,10.004
0.038934,1.9,0.10002,-0.26073,0.62666,10.004
0.077279,1.9,0.10002,-0.26074,0.62667,10.004
0.1,1.9,0.10002,-0.26074,0.62667,10.004
0.12272,1.9,0.10003,-0.26074,0.62668,10.004
0.14544,1.9,0.10003,-0.26075,0.62669,10.004
0.2,1.9,0.10004,-0.26075,0.62671,10.004
0.25456,1.9,0.10004,-0.26076,0.62672,10.004
0.3,1.9,0.10005,-0.26076,0.62674,10.004
0.34544,1.9,0.10005,-0.26077,0.62675,10.004
0.39088,1.9,0.10006,-0.26077,0.62677,10.004
0.4,1.9,0.10006,-0.26077,0.62677,10.004
0.40912,1.9,0.10006,-0.26077,0.62677,10.004
0.41823,1.9,0.10006,-0.26077,0.62678,10.004
0.5,1.8999,0.10007,-0.26078,0.6268,10.004
0.58177,1.8999,0.10008,-0.26079,0.62683,10.004
0.6,1.8999,0.10008,-0.26079,0.62683,10.004
0.61823,1.8999,0.10008,-0.26079,0.62684,10.004
0.63646,1.8999,0.10008,-0.2608,0.62685,10.004
0.7,1.8999,0.10009,-0.2608,0.62687,10.004
0.76354,1.8999,0.10009,-0.26081,0.62689,10.004
0.8,1.8999,0.1001,-0.26081,0.6269,10.004
0.83646,1.8999,0.1001,-0.26082,0.62691,10.004
0.87293,1.8999,0.10011,-0.26082,0.62692,10.004
0.9,1.8999,0.10011,-0.26082,0.62693,10.004
0.92707,1.8999,0.10011,-0.26083,0.62694,10.004
0.95414,1.8999,0.10011,-0.26083,0.62695,10.004
1,1.8999,0.10012,-0.26083,0.62696,10.004
1.0459,1.8999,0.10012,-0.26084,0.62698,10.004
1.0917,1.8999,0.10013,-0.26084,0.62699,10.004
1.1,1.8999,0.10013,-0.26084,0.627,10.004
1.1083,1.8999,0.10013,-0.26084,0.627,10.004
1.1166,1.8999,0.10013,-0.26085,0.627,10.004
1.2,1.8999,0.10014,-0.26085,0.62703,10.004
